Time (s),Velocity (m/s),Force (N)
2.674,,-0.005
2.676,,-0.002
2.678,,-0.011
2.68,0.26,0.002
2.682,,-0.005
2.684,,0.002
2.686,,-0.005
2.688,,-0.004
2.69,,-0.002
2.692,,0.004
2.694,,-0.002
2.696,,0.002
2.698,,-0.002
2.7,0.26,-0.009
2.702,,0.002
2.704,,0.005
2.706,,-0.002
2.708,,0.002
2.71,,-0.004
2.712,,-0.004
2.714,,-0.012
2.716,,0.002
2.718,,-0.007
2.72,0.26,-0.002
2.722,,-0.004
2.724,,0.005
2.726,,1.28E-15
2.728,,1.28E-15
2.73,,-0.005
2.732,,0.004
2.734,,0.005
2.736,,-0.005
2.738,,-0.007
2.74,0.26,0.002
2.742,,-0.005
2.744,,1.28E-15
2.746,,1.28E-15
2.748,,-0.002
2.75,,0.004
2.752,,-0.005
2.754,,1.28E-15
2.756,,-0.004
2.758,,-0.002
2.76,0.27,-0.002
2.762,,0.002
2.764,,0.005
2.766,,-0.005
2.768,,1.28E-15
2.77,,-0.004
2.772,,0.002
2.774,,-0.004
2.776,,-0.004
2.778,,-0.011
2.78,0.28,-0.007
2.782,,-0.009
2.784,,0.005
2.786,,0.005
2.788,,-0.011
2.79,,-0.002
2.792,,-0.002
2.794,,-0.002
2.796,,-0.009
2.798,,0.002
2.8,0.27,-0.011
2.802,,-0.002
2.804,,0.002
2.806,,-0.005
2.808,,1.28E-15
2.81,,-0.005
2.812,,1.28E-15
2.814,,-0.007
2.816,,-0.002
2.818,,-0.011
2.82,0.28,-0.004
2.822,,-0.007
2.824,,0.002
2.826,,-0.004
2.828,,0.005
2.83,,-0.004
2.832,,-0.011
2.834,,-0.002
2.836,,-0.004
2.838,,-0.005
2.84,0.27,-0.009
2.842,,0.004
2.844,,0.004
2.846,,-0.004
2.848,,0.002
2.85,,-0.004
2.852,,-0.002
2.854,,-0.004
2.856,,0.002
2.858,,-0.005
2.86,0.26,-0.005
2.862,,-0.002
2.864,,0.004
2.866,,1.28E-15
2.868,,-0.002
2.87,,0.002
2.872,,-0.007
2.874,,1.28E-15
2.876,,-0.007
2.878,,-0.002
2.88,0.27,-0.002
2.882,,-0.002
2.884,,1.28E-15
2.886,,0.002
2.888,,-0.005
2.89,,0.002
2.892,,-0.002
2.894,,-0.005
2.896,,-0.004
2.898,,1.28E-15
2.9,0.28,-0.005
2.902,,-0.004
2.904,,0.009
2.906,,-0.005
2.908,,0.002
2.91,,-0.002
2.912,,-0.002
2.914,,-0.002
2.916,,1.28E-15
2.918,,-0.009
2.92,0.28,-0.002
2.922,,0.005
2.924,,-0.002
2.926,,0.004
2.928,,-0.005
2.93,,0.002
2.932,,-0.005
2.934,,-0.002
2.936,,0.002
2.938,,-0.004
2.94,0.29,-0.009
2.942,,1.28E-15
2.944,,0.005
2.946,,-0.005
2.948,,0.005
2.95,,0.002
2.952,,-0.002
2.954,,-0.004
2.956,,1.28E-15
2.958,,-0.002
2.96,0.29,-0.005
2.962,,-0.004
2.964,,0.005
2.966,,0.007
2.968,,-0.004
2.97,,0.005
2.972,,-0.004
2.974,,1.28E-15
2.976,,-0.005
2.978,,-0.002
2.98,0.29,-0.004
2.982,,-0.005
2.984,,0.004
2.986,,0.005
2.988,,-0.002
2.99,,-0.009
2.992,,0.002
2.994,,-0.011
2.996,,-0.004
2.998,,-0.005
3,0.29,0.004
3.002,,-0.007
3.004,,0.004
3.006,,-0.005
3.008,,-0.005
3.01,,0.004
3.012,,-0.004
3.014,,0.002
3.016,,-0.007
3.018,,0.002
3.02,0.29,-0.009
3.022,,-0.002
3.024,,0.002
3.026,,0.005
3.028,,0.004
3.03,,-0.005
3.032,,-0.004
3.034,,1.28E-15
3.036,,-0.004
3.038,,-0.004
3.04,0.29,0.002
3.042,,-0.004
3.044,,0.007
3.046,,-0.007
3.048,,-0.002
3.05,,-0.007
3.052,,0.002
3.054,,-0.002
3.056,,1.28E-15
3.058,,0.004
3.06,0.3,0.002
3.062,,-0.004
3.064,,-0.002
3.066,,0.002
3.068,,-0.002
3.07,,0.007
3.072,,1.28E-15
3.074,,-0.011
3.076,,-0.004
3.078,,-0.011
3.08,0.3,1.28E-15
3.082,,-0.005
3.084,,0.004
3.086,,-0.005
3.088,,-0.005
3.09,,0.002
3.092,,1.28E-15
3.094,,-0.011
3.096,,-0.002
3.098,,-0.005
3.1,0.3,-0.002
3.102,,-0.002
3.104,,0.007
3.106,,0.002
3.108,,-0.007
3.11,,0.002
3.112,,-0.009
3.114,,1.28E-15
3.116,,-0.005
3.118,,-0.005
3.12,0.3,-0.002
3.122,,-0.004
3.124,,0.004
3.126,,-0.009
3.128,,-0.002
3.13,,-0.002
3.132,,-0.002
3.134,,-0.004
3.136,,-0.005
3.138,,-0.005
3.14,0.3,-0.004
3.142,,-0.002
3.144,,1.28E-15
3.146,,1.28E-15
3.148,,1.28E-15
3.15,,-0.004
3.152,,-0.007
3.154,,-0.005
3.156,,-0.004
3.158,,-0.007
3.16,0.31,-0.009
3.162,,0.004
3.164,,1.28E-15
3.166,,1.28E-15
3.168,,-0.007
3.17,,-0.007
3.172,,-0.004
3.174,,-0.002
3.176,,-0.009
3.178,,-0.004
3.18,0.31,1.28E-15
3.182,,-0.005
3.184,,1.28E-15
3.186,,-0.005
3.188,,1.28E-15
3.19,,-0.005
3.192,,-0.005
3.194,,-0.005
3.196,,0.002
3.198,,-0.011
3.2,0.3,0.004
3.202,,-0.004
3.204,,0.007
3.206,,-0.004
3.208,,0.005
3.21,,0.004
3.212,,-0.005
3.214,,0.002
3.216,,-0.011
3.218,,0.002
3.22,0.31,-0.011
3.222,,0.009
3.224,,-0.002
3.226,,0.002
3.228,,1.28E-15
3.23,,-0.004
3.232,,-0.002
3.234,,-0.007
3.236,,0.002
3.238,,-0.009
3.24,0.31,0.002
3.242,,-0.007
3.244,,0.012
3.246,,-0.005
3.248,,0.007
3.25,,-0.004
3.252,,1.28E-15
3.254,,-0.009
3.256,,-0.005
3.258,,-0.002
3.26,0.31,-0.004
3.262,,-0.004
3.264,,1.28E-15
3.266,,-0.002
3.268,,1.28E-15
3.27,,0.005
3.272,,-0.011
3.274,,1.28E-15
3.276,,-0.002
3.278,,-0.007
3.28,0.31,-0.007
3.282,,-0.004
3.284,,-0.002
3.286,,1.28E-15
3.288,,-0.002
3.29,,-0.005
3.292,,-0.002
3.294,,-0.007
3.296,,-0.007
3.298,,-0.004
3.3,0.32,-0.004
3.302,,1.28E-15
3.304,,0.004
3.306,,-0.002
3.308,,-0.004
3.31,,-0.002
3.312,,0.002
3.314,,-0.005
3.316,,-0.007
3.318,,-0.005
3.32,0.32,-0.005
3.322,,-0.005
3.324,,0.004
3.326,,-0.004
3.328,,1.28E-15
3.33,,0.004
3.332,,-0.007
3.334,,-0.002
3.336,,-0.009
3.338,,-0.002
3.34,0.32,-0.007
3.342,,-0.004
3.344,,-0.005
3.346,,1.28E-15
3.348,,-0.002
3.35,,0.002
3.352,,-0.009
3.354,,-0.005
3.356,,0.002
3.358,,-0.009
3.36,0.32,-0.004
3.362,,-0.002
3.364,,0.002
3.366,,-0.004
3.368,,0.007
3.37,,-0.009
3.372,,-0.002
3.374,,-0.004
3.376,,0.002
3.378,,-0.007
3.38,0.33,0.002
3.382,,-0.002
3.384,,-0.002
3.386,,0.004
3.388,,-0.004
3.39,,1.28E-15
3.392,,-0.005
3.394,,-0.002
3.396,,-0.014
3.398,,-0.002
3.4,0.33,-0.009
3.402,,-0.002
3.404,,1.28E-15
3.406,,1.28E-15
3.408,,0.004
3.41,,-0.004
3.412,,-0.004
3.414,,-0.011
3.416,,0.002
3.418,,-0.014
3.42,0.33,0.004
3.422,,-0.005
3.424,,0.004
3.426,,1.28E-15
3.428,,-0.002
3.43,,-0.004
3.432,,-0.005
3.434,,0.005
3.436,,-0.005
3.438,,0.004
3.44,0.33,-0.009
3.442,,0.005
3.444,,-0.004
3.446,,0.011
3.448,,-0.009
3.45,,1.28E-15
3.452,,-0.004
3.454,,-0.009
3.456,,0.002
3.458,,-0.007
3.46,0.33,1.28E-15
3.462,,-0.014
3.464,,0.007
3.466,,-0.007
3.468,,-0.002
3.47,,1.28E-15
3.472,,-0.004
3.474,,1.28E-15
3.476,,-0.011
3.478,,0.004
3.48,0.34,-0.007
3.482,,0.004
3.484,,-0.002
3.486,,0.007
3.488,,0.005
3.49,,1.28E-15
3.492,,-0.004
3.494,,-0.005
3.496,,0.005
3.498,,-0.004
3.5,0.34,0.002
3.502,,-0.004
3.504,,1.28E-15
3.506,,-0.002
3.508,,-0.005
3.51,,1.28E-15
3.512,,-0.005
3.514,,0.004
3.516,,1.28E-15
3.518,,-0.004
3.52,0.33,1.28E-15
3.522,,-0.004
3.524,,0.007
3.526,,-0.002
3.528,,1.28E-15
3.53,,-0.007
3.532,,1.28E-15
3.534,,0.002
3.536,,-0.005
3.538,,-0.005
3.54,0.34,-0.011
3.542,,1.28E-15
3.544,,-0.005
3.546,,1.28E-15
3.548,,1.28E-15
3.55,,0.002
3.552,,1.28E-15
3.554,,-0.004
3.556,,-0.002
3.558,,-0.004
3.56,0.34,1.28E-15
3.562,,-0.005
3.564,,0.005
3.566,,-0.007
3.568,,0.004
3.57,,-0.005
3.572,,0.005
3.574,,-0.002
3.576,,0.002
3.578,,-0.005
3.58,0.34,-0.007
3.582,,0.002
3.584,,0.009
3.586,,0.004
3.588,,-0.002
3.59,,0.002
3.592,,-0.005
3.594,,-0.002
3.596,,-0.007
3.598,,-0.009
3.6,0.34,-0.005
3.602,,-0.004
3.604,,0.004
3.606,,-0.002
3.608,,-0.002
3.61,,-0.005
3.612,,0.004
3.614,,-0.004
3.616,,-0.002
3.618,,-0.005
3.62,0.34,-0.004
3.622,,-0.002
3.624,,-0.002
3.626,,1.28E-15
3.628,,0.002
3.63,,-0.005
3.632,,-0.007
3.634,,-0.002
3.636,,-0.004
3.638,,-0.005
3.64,0.34,0.005
3.642,,-0.007
3.644,,0.012
3.646,,-0.004
3.648,,1.28E-15
3.65,,-0.002
3.652,,0.004
3.654,,-0.005
3.656,,0.002
3.658,,1.28E-15
3.66,0.34,-0.005
3.662,,1.28E-15
3.664,,1.28E-15
3.666,,-0.004
3.668,,-0.002
3.67,,1.28E-15
3.672,,-0.011
3.674,,1.28E-15
3.676,,-0.002
3.678,,-0.002
3.68,0.35,-0.009
3.682,,-0.004
3.684,,0.002
3.686,,1.28E-15
3.688,,-0.002
3.69,,0.004
3.692,,0.002
3.694,,-0.007
3.696,,-0.007
3.698,,1.28E-15
3.7,0.35,-0.005
3.702,,0.002
3.704,,0.002
3.706,,-0.002
3.708,,-0.009
3.71,,0.004
3.712,,-0.009
3.714,,-0.002
3.716,,-0.007
3.718,,0.002
3.72,0.35,-0.012
3.722,,0.004
3.724,,0.002
3.726,,-0.002
3.728,,0.005
3.73,,-0.007
3.732,,0.002
3.734,,-0.012
3.736,,0.007
3.738,,-0.012
3.74,0.36,0.002
3.742,,-0.007
3.744,,0.004
3.746,,0.002
3.748,,0.002
3.75,,0.002
3.752,,-0.012
3.754,,1.28E-15
3.756,,-0.007
3.758,,0.002
3.76,0.36,-0.004
3.762,,1.28E-15
3.764,,-0.009
3.766,,0.004
3.768,,0.004
3.77,,-0.002
3.772,,0.004
3.774,,-0.014
3.776,,-0.005
3.778,,-0.009
3.78,0.35,0.002
3.782,,-0.004
3.784,,0.009
3.786,,-0.002
3.788,,0.002
3.79,,0.004
3.792,,1.28E-15
3.794,,-0.005
3.796,,-0.004
3.798,,1.28E-15
3.8,0.36,-0.007
3.802,,-0.004
3.804,,1.28E-15
3.806,,1.28E-15
3.808,,1.28E-15
3.81,,-0.002
3.812,,-0.005
3.814,,-0.002
3.816,,-0.007
3.818,,-0.005
3.82,0.36,0.002
3.822,,-0.004
3.824,,0.011
3.826,,-0.009
3.828,,0.005
3.83,,-0.009
3.832,,-0.002
3.834,,-0.004
3.836,,-0.007
3.838,,-0.004
3.84,0.37,-0.007
3.842,,-0.004
3.844,,1.28E-15
3.846,,0.002
3.848,,-0.009
3.85,,1.28E-15
3.852,,-0.009
3.854,,-0.002
3.856,,-0.005
3.858,,-0.004
3.86,0.37,-0.009
3.862,,-0.004
3.864,,0.012
3.866,,-0.005
3.868,,0.002
3.87,,-0.011
3.872,,0.007
3.874,,-0.009
3.876,,0.005
3.878,,-0.011
3.88,0.36,1.28E-15
3.882,,0.002
3.884,,0.002
3.886,,0.005
3.888,,-0.009
3.89,,0.007
3.892,,-0.007
3.894,,0.009
3.896,,-0.009
3.898,,1.28E-15
3.9,0.36,-0.011
3.902,,0.002
3.904,,1.28E-15
3.906,,1.28E-15
3.908,,-0.002
3.91,,0.004
3.912,,-0.007
3.914,,-0.002
3.916,,-0.002
3.918,,-0.005
3.92,0.37,-0.002
3.922,,-0.009
3.924,,0.004
3.926,,0.004
3.928,,-0.002
3.93,,-0.005
3.932,,-0.004
3.934,,-0.009
3.936,,-0.002
3.938,,-0.005
3.94,0.37,-0.002
3.942,,-0.009
3.944,,0.004
3.946,,1.28E-15
3.948,,-0.002
3.95,,0.002
3.952,,-0.007
3.954,,-0.002
3.956,,-0.005
3.958,,0.002
3.96,0.37,-0.005
3.962,,1.28E-15
3.964,,-0.007
3.966,,0.005
3.968,,1.28E-15
3.97,,1.28E-15
3.972,,-0.005
3.974,,1.28E-15
3.976,,-0.007
3.978,,-0.007
3.98,0.37,0.002
3.982,,-0.007
3.984,,0.009
3.986,,-0.005
3.988,,0.005
3.99,,-0.016
3.992,,0.007
3.994,,-0.009
3.996,,-0.004
3.998,,-0.005
4,0.37,-0.002
4.002,,1.28E-15
4.004,,0.002
4.006,,0.004
4.008,,-0.007
4.01,,0.005
4.012,,-0.011
4.014,,1.28E-15
4.016,,-0.009
4.018,,1.28E-15
4.02,0.38,-0.007
4.022,,1.28E-15
4.024,,0.007
4.026,,-0.004
4.028,,0.004
4.03,,-0.005
4.032,,0.002
4.034,,-0.012
4.036,,1.28E-15
4.038,,-0.012
4.04,0.38,0.002
4.042,,-0.007
4.044,,1.28E-15
4.046,,0.002
4.048,,-0.016
4.05,,0.004
4.052,,-0.011
4.054,,0.007
4.056,,-0.009
4.058,,0.004
4.06,0.38,-0.011
4.062,,1.28E-15
4.064,,0.002
4.066,,1.28E-15
4.068,,1.28E-15
4.07,,-0.005
4.072,,-0.007
4.074,,-0.005
4.076,,-0.007
4.078,,-0.005
4.08,0.38,-0.004
4.082,,-0.004
4.084,,0.005
4.086,,-0.002
4.088,,-0.004
4.09,,-0.002
4.092,,-0.005
4.094,,-0.005
4.096,,-0.005
4.098,,-0.009
4.1,0.38,-0.005
4.102,,-0.005
4.104,,0.002
4.106,,-0.002
4.108,,-0.002
4.11,,-0.007
4.112,,-0.009
4.114,,-0.002
4.116,,-0.009
4.118,,-0.004
4.12,0.36,-0.009
4.122,,-0.005
4.124,,-0.004
4.126,,0.002
4.128,,-0.002
4.13,,-0.002
4.132,,1.28E-15
4.134,,-0.005
4.136,,-0.012
4.138,,-0.005
4.14,0.37,-0.002
4.142,,-0.007
4.144,,0.002
4.146,,1.28E-15
4.148,,-0.007
4.15,,-0.009
4.152,,-0.009
4.154,,-0.005
4.156,,-0.007
4.158,,-0.007
4.16,0.39,-0.009
4.162,,-0.004
4.164,,1.28E-15
4.166,,0.002
4.168,,-0.004
4.17,,-0.012
4.172,,-0.012
4.174,,-0.012
4.176,,-0.007
4.178,,-0.011
4.18,0.4,-0.007
4.182,,-0.011
4.184,,-0.004
4.186,,-0.011
4.188,,-0.011
4.19,,-0.009
4.192,,-0.007
4.194,,-0.012
4.196,,-0.012
4.198,,-0.014
4.2,0.33,-0.014
4.202,,-0.005
4.204,,-0.011
4.206,,-0.009
4.208,,-0.014
4.21,,-0.011
4.212,,-0.016
4.214,,17.647
4.216,,37.259
4.218,,14.453
4.22,0.06,14.723
4.222,,41.811
4.224,,34.366
4.226,,5.709
4.228,,3.124
4.23,,7.653
4.232,,0.51
4.234,,0.033
4.236,,0.354
4.238,,0.134
4.24,-0.05,-0.07
4.242,,-0.319
4.244,,-0.051
4.246,,0.169
4.248,,0.282
4.25,,-0.076
4.252,,-0.185
4.254,,-0.121
4.256,,0.079
4.258,,0.231
4.26,-0.05,-0.009
4.262,,-0.1
4.264,,-0.139
4.266,,0.04
4.268,,0.137
4.27,,0.055
4.272,,-0.06
4.274,,-0.116
4.276,,-0.049
4.278,,0.076
4.28,-0.07,0.088
4.282,,-0.016
4.284,,-0.09
4.286,,-0.033
4.288,,0.025
4.29,,0.09
4.292,,-0.007
4.294,,-0.033
4.296,,-0.072
4.298,,0.028
4.3,-0.05,0.042
4.302,,0.025
4.304,,-0.03
4.306,,-0.044
4.308,,0.011
4.31,,0.023
4.312,,0.037
4.314,,-0.035
4.316,,-0.007
4.318,,-0.023
4.32,-0.07,0.035
4.322,,0.016
4.324,,0.023
4.326,,-0.037
4.328,,-0.011
4.33,,0.002
4.332,,0.018
4.334,,0.012
4.336,,-0.021
4.338,,-0.012
4.34,-0.06,-0.012
4.342,,0.028
4.344,,0.005
4.346,,1.28E-15
4.348,,-0.023
4.35,,-0.004
4.352,,0.016
4.354,,0.002
4.356,,0.005
4.358,,-0.023
4.36,-0.05,-0.002
4.362,,1.28E-15
4.364,,0.025
4.366,,-0.007
4.368,,-0.002
4.37,,-0.011
4.372,,0.004
4.374,,0.012
4.376,,0.009
4.378,,-0.005
4.38,-0.06,-0.011
4.382,,-0.002
4.384,,0.005
4.386,,0.012
4.388,,-0.009
4.39,,1.28E-15
4.392,,-0.012
4.394,,0.004
4.396,,0.002
4.398,,-0.005
4.4,-0.05,-0.011
4.402,,-0.002
4.404,,0.005
4.406,,1.28E-15
4.408,,0.007
4.41,,-0.007
4.412,,-0.005
4.414,,-0.009
4.416,,0.009
4.418,,-0.004
4.42,-0.04,-0.002
4.422,,-0.004
4.424,,-0.004
4.426,,0.005
4.428,,1.28E-15
4.43,,-0.002
4.432,,-0.005
4.434,,-0.004
4.436,,-0.005
4.438,,0.007
4.44,-0.04,-0.009
4.442,,0.002
4.444,,-0.007
4.446,,1.28E-15
4.448,,0.002
4.45,,0.002
4.452,,-0.005
4.454,,-0.005
4.456,,-0.004
4.458,,-0.002
4.46,-0.04,0.002
4.462,,-0.011
4.464,,1.28E-15
4.466,,1.28E-15
4.468,,0.002
4.47,,1.28E-15
4.472,,0.002
4.474,,-0.007
4.476,,1.28E-15
4.478,,-0.002
4.48,-0.04,-0.005
4.482,,1.28E-15
4.484,,0.004
4.486,,-0.004
4.488,,-0.005
4.49,,0.004
4.492,,-0.004
4.494,,1.28E-15
4.496,,-0.004
4.498,,-0.002
4.5,-0.04,1.28E-15
4.502,,1.28E-15
4.504,,0.004
4.506,,-0.005
4.508,,-0.005
4.51,,-0.007
4.512,,0.002
4.514,,-0.007
4.516,,-0.005
4.518,,-0.007
4.52,-0.03,1.28E-15
4.522,,-0.005
4.524,,0.002
4.526,,-0.004
4.528,,-0.004
4.53,,1.28E-15
4.532,,1.28E-15
4.534,,-0.002
4.536,,-0.002
4.538,,-0.004
4.54,-0.04,-0.009
4.542,,0.004
4.544,,0.004
4.546,,0.002
4.548,,1.28E-15
4.55,,-0.002
4.552,,1.28E-15
4.554,,-0.004
4.556,,-0.004
4.558,,-0.005
4.56,-0.04,-0.002
4.562,,-0.004
4.564,,0.005
4.566,,-0.005
4.568,,-0.002
4.57,,-0.005
4.572,,-0.004
4.574,,1.28E-15
4.576,,-0.002
4.578,,-0.002
4.58,-0.03,-0.002
4.582,,0.002
4.584,,1.28E-15
4.586,,0.004
4.588,,-0.004
4.59,,0.002
4.592,,-0.005
4.594,,0.002
4.596,,1.28E-15
4.598,,1.28E-15
4.6,-0.03,0.005
4.602,,-0.004
4.604,,0.005
4.606,,1.28E-15
4.608,,0.002
4.61,,0.002
4.612,,0.004
4.614,,-0.002
4.616,,1.28E-15
4.618,,-0.004
4.62,-0.03,-0.004
4.622,,-0.004
4.624,,0.002
4.626,,0.004
4.628,,-0.005
4.63,,1.28E-15
4.632,,-0.004
4.634,,-0.004
4.636,,-0.002
4.638,,-0.002
4.64,-0.03,-0.005
4.642,,-0.005
4.644,,0.007
4.646,,-0.004
4.648,,-0.002
4.65,,0.002
4.652,,0.002
4.654,,-0.005
4.656,,-0.009
4.658,,-0.005
4.66,-0.03,-0.004
4.662,,1.28E-15
4.664,,0.004
4.666,,-0.002
4.668,,1.28E-15
4.67,,0.002
4.672,,0.004
4.674,,-0.005
4.676,,-0.007
4.678,,-0.005
4.68,-0.01,-0.002
4.682,,1.28E-15
4.684,,1.28E-15
4.686,,1.28E-15
4.688,,-0.002
4.69,,1.28E-15
4.692,,1.28E-15
4.694,,-0.007
4.696,,-0.011
4.698,,-0.004
4.7,-0.03,0.002
4.702,,-0.005
4.704,,0.004
4.706,,1.28E-15
4.708,,0.004
4.71,,-0.002
4.712,,-0.002
4.714,,-0.002
4.716,,-0.004
4.718,,0.002
4.72,-0.03,-0.004
4.722,,0.005
4.724,,-0.002
4.726,,0.002
4.728,,-0.002
4.73,,0.004
4.732,,-0.004
4.734,,0.002
4.736,,-0.007
4.738,,1.28E-15
4.74,-0.03,-0.002
4.742,,0.004
4.744,,0.004
4.746,,0.005
4.748,,1.28E-15
4.75,,-0.005
4.752,,1.28E-15
4.754,,-0.004
4.756,,1.28E-15
4.758,,-0.005
4.76,0.01,1.28E-15
4.762,,-0.005
4.764,,-0.002
4.766,,1.28E-15
4.768,,0.004
4.77,,-0.002
4.772,,-0.005
4.774,,-0.002
4.776,,-0.004
4.778,,-0.002
4.78,-0.01,1.28E-15
4.782,,0.002
4.784,,0.004
4.786,,-0.002
4.788,,1.28E-15
4.79,,-0.004
4.792,,-0.004
4.794,,1.28E-15
4.796,,-0.004
4.798,,-0.004
4.8,-0.04,-0.004
4.802,,0.002
4.804,,-0.004
4.806,,1.28E-15
4.808,,-0.002
4.81,,-0.005
4.812,,-0.004
4.814,,-0.002
4.816,,-0.005
4.818,,-0.002
4.82,0.02,-0.007
4.822,,-0.002
4.824,,-0.004
4.826,,0.002
4.828,,0.002
4.83,,1.28E-15
4.832,,0.004
4.834,,-0.007
4.836,,0.004
4.838,,-0.007
4.84,-0.01,-0.007
4.842,,-0.005
4.844,,-0.002
4.846,,-0.002
4.848,,0.002
4.85,,-0.005
4.852,,-0.011
4.854,,-0.005
4.856,,-0.004
4.858,,-0.007
4.86,-0.05,0.002
4.862,,-0.002
4.864,,0.004
4.866,,0.011
4.868,,0.002
4.87,,-0.005
4.872,,-0.002
4.874,,-0.005
4.876,,-0.009
4.878,,-0.004
4.88,-0.06,1.28E-15
4.882,,-0.002
4.884,,0.002
4.886,,-0.004
4.888,,-0.002
4.89,,-0.007
4.892,,-0.002
4.894,,-0.007
4.896,,-0.005
4.898,,-0.002
4.9,-0.06,-0.007
4.902,,-0.005
4.904,,0.002
4.906,,1.28E-15
4.908,,1.28E-15
4.91,,-0.007
4.912,,-0.004
4.914,,-0.005
4.916,,-0.002
4.918,,-0.011
4.92,-0.04,-0.005
4.922,,0.005
4.924,,-0.005
4.926,,1.28E-15
4.928,,0.002
4.93,,0.004
4.932,,-0.005
4.934,,-0.004
4.936,,-0.005
4.938,,-0.004
4.94,-0.02,-0.005
4.942,,-0.004
4.944,,0.002
4.946,,-0.005
4.948,,-0.007
4.95,,-0.005
4.952,,-0.002
4.954,,-0.004
4.956,,-0.007
4.958,,-0.009
4.96,-0.01,-0.004
4.962,,-0.004
4.964,,0.002
4.966,,-0.004
4.968,,-0.004
4.97,,-0.002
4.972,,-0.007
4.974,,-0.005
4.976,,1.28E-15
4.978,,0.004
4.98,-5.21E-04,1.28E-15
4.982,,-0.005
4.984,,0.004
4.986,,-0.002
4.988,,-0.002
4.99,,-0.002
4.992,,-0.005
4.994,,-0.005
4.996,,-0.004
4.998,,-0.007
5,0,-0.004
5.002,,-0.005
5.004,,0.004
5.006,,-0.002
5.008,,-0.005
5.01,,-0.002
5.012,,-0.007
5.014,,-0.004
5.016,,-0.004
5.018,,-0.007
5.02,0,1.28E-15
5.022,,-0.002
5.024,,0.002
5.026,,0.002
5.028,,-0.002
5.03,,-0.002
5.032,,1.28E-15
5.034,,-0.007
5.036,,-0.005
5.038,,-0.005
5.04,0.01,-0.004
5.042,,-0.002
5.044,,0.004
5.046,,-0.002
5.048,,-0.004
5.05,,-0.004
5.052,,-0.005
5.054,,-0.004
5.056,,-0.005
5.058,,-0.007
5.06,0.02,-0.005
5.062,,1.28E-15
5.064,,0.005
5.066,,-0.002
5.068,,-0.009
5.07,,1.28E-15
5.072,,-0.004
5.074,,-0.005
5.076,,-0.005
5.078,,-0.009
5.08,0.02,-0.004
5.082,,0.004
5.084,,-0.002
5.086,,1.28E-15
5.088,,-0.002
5.09,,1.28E-15
5.092,,-0.009
5.094,,1.28E-15
5.096,,1.28E-15
5.098,,-0.004
5.1,0.02,-0.007
5.102,,-0.009
5.104,,1.28E-15
5.106,,-0.004
5.108,,-0.005
5.11,,1.28E-15
5.112,,-0.007
5.114,,1.28E-15
5.116,,-0.002
5.118,,-0.002
5.12,0.03,-0.004
5.122,,-0.005
5.124,,0.005
5.126,,0.005
5.128,,-0.004
5.13,,-0.007
5.132,,0.002
5.134,,-0.005
5.136,,-0.011
5.138,,1.28E-15
5.14,0.02,-0.004
5.142,,-0.002
5.144,,0.004
5.146,,1.28E-15
5.148,,0.004
5.15,,1.28E-15
5.152,,-0.002
5.154,,0.002
5.156,,-0.002
5.158,,-0.005
5.16,-0.01,-0.007
5.162,,-0.004
5.164,,0.005
5.166,,1.28E-15
5.168,,-0.004
5.17,,-0.004
5.172,,-0.004
5.174,,1.28E-15
5.176,,1.28E-15
5.178,,1.28E-15
5.18,0,-0.005
5.182,,1.28E-15
5.184,,-0.004
5.186,,1.28E-15
5.188,,-0.002
5.19,,-0.005
5.192,,-0.005
5.194,,-0.005
5.196,,-0.002
5.198,,-0.005
5.2,0.01,-0.009
5.202,,1.28E-15
5.204,,1.28E-15
5.206,,1.28E-15
5.208,,-0.004
5.21,,-0.004
5.212,,-0.004
5.214,,-0.007
5.216,,-0.004
5.218,,-0.007
5.22,0.02,-0.005
5.222,,-0.002
5.224,,0.002
5.226,,0.002
5.228,,1.28E-15
5.23,,-0.002
5.232,,-0.005
5.234,,1.28E-15
5.236,,-0.002
5.238,,1.28E-15
5.24,0.02,-0.002
5.242,,1.28E-15
5.244,,0.002
5.246,,1.28E-15
5.248,,0.002
5.25,,0.002
5.252,,-0.002
5.254,,-0.002
5.256,,-0.007
5.258,,-0.002
5.26,0.02,-0.005
5.262,,0.002
5.264,,0.004
5.266,,0.002
5.268,,1.28E-15
5.27,,-0.004
5.272,,-0.002
5.274,,-0.009
5.276,,-0.002
5.278,,-0.002
5.28,0.02,-0.004
5.282,,-0.004
5.284,,0.004
5.286,,0.004
5.288,,-0.005
5.29,,0.002
5.292,,-0.004
5.294,,-0.004
5.296,,-0.005
5.298,,0.002
5.3,0.01,-0.007
5.302,,-0.005
5.304,,0.004
5.306,,-0.004
5.308,,-0.004
5.31,,-0.005
5.312,,-0.004
5.314,,-0.007
5.316,,-0.002
5.318,,-0.007
5.32,0.01,-0.007
5.322,,1.28E-15
5.324,,0.004
5.326,,1.28E-15
5.328,,1.28E-15
5.33,,-0.004
5.332,,0.002
5.334,,-0.004
5.336,,-0.004
5.338,,-0.007
5.34,0,-0.011
5.342,,-0.002
5.344,,0.009
5.346,,0.004
5.348,,-0.002
5.35,,-0.004
5.352,,-0.004
5.354,,1.28E-15
5.356,,-0.004
5.358,,-0.002
5.36,-0.01,-0.007
5.362,,1.28E-15
5.364,,0.007
5.366,,-0.002
5.368,,1.28E-15
5.37,,-0.004
5.372,,-0.004
5.374,,-0.005
5.376,,-0.004
